Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
664,Trey Sweeney*,25,DET,282,1030,3.65,663,64.4%,20.8%,21.6%,29.9%,27.8%,79.2%,0.0%,51.0%,72.8%,41.1%,2.8%,8,1,10.6%,30,13,6.0%,17,11,32,42,43.2%,0,0,0,sweentr01
665,Fernando Tatis Jr.,26,SDP,544,2070,3.81,1231,58.9%,22.7%,20.6%,26.9%,29.8%,77.3%,0.0%,46.0%,73.3%,40.3%,6.3%,34,3,15.6%,85,28,11.9%,65,33,23,77,23.0%,0,0,0,tatisfe02
666,Mike Tauchman*,34,CHW,294,1225,4.17,768,62.7%,25.9%,19.4%,30.5%,24.2%,74.1%,0.0%,46.4%,73.8%,31.0%,2.0%,6,1,9.5%,28,12,8.2%,24,12,15,55,21.4%,0,0,0,tauchmi01
667,Leody Taveras#,26,TOT,180,693,3.85,475,68.4%,23.8%,19.2%,30.5%,26.3%,76.0%,0.0%,52.1%,74.6%,37.2%,6.1%,11,1,14.4%,26,12,7.8%,14,11,13,36,26.5%,0,0,0,taverle01
668,Leody Taveras#,26,TEX,82,306,3.73,215,70.0%,23.7%,20.0%,29.3%,26.5%,75.8%,0.0%,53.3%,73.2%,37.8%,4.9%,4,0,17.1%,14,7,6.1%,5,3,8,14,36.4%,0,0,0,taverle01
669,Leody Taveras#,26,SEA,98,387,3.95,260,67.2%,23.8%,18.5%,31.5%,26.2%,76.2%,0.0%,51.2%,75.8%,36.7%,7.1%,7,1,12.2%,12,5,9.2%,9,8,5,22,18.5%,0,0,0,taverle01
670,Tim Tawa,26,ARI,173,656,3.79,424,64.6%,23.3%,25.0%,25.2%,26.4%,76.7%,0.0%,49.5%,67.4%,27.7%,3.5%,6,0,13.3%,23,11,10.4%,18,13,7,40,14.9%,0,0,0,tawati01
671,Chris Taylor,34,TOT,77,298,3.87,199,66.8%,22.1%,30.7%,25.1%,22.1%,77.9%,0.0%,52.0%,60.6%,46.8%,2.6%,2,0,13.0%,10,5,6.5%,5,4,6,22,21.4%,0,0,0,tayloch03
672,Chris Taylor,34,LAD,35,140,4.00,95,67.9%,20.0%,32.6%,24.2%,23.2%,80.0%,0.0%,54.3%,59.2%,51.4%,2.9%,1,0,5.7%,2,0,8.6%,3,2,1,12,7.7%,0,0,0,tayloch03
673,Chris Taylor,34,LAA,42,158,3.76,104,65.8%,24.0%,28.8%,26.0%,21.2%,76.0%,0.0%,50.0%,62.0%,42.9%,2.4%,1,0,19.0%,8,5,4.8%,2,2,5,10,33.3%,0,0,0,tayloch03
674,Michael A. Taylor,34,CHW,254,999,3.93,653,65.0%,21.7%,29.7%,25.7%,22.8%,78.3%,0.0%,51.2%,62.0%,48.4%,2.4%,6,1,11.0%,28,16,7.5%,19,10,20,63,24.1%,0,0,0,taylomi02
675,Samad Taylor,26,SEA,9,23,2.56,19,82.6%,26.3%,15.8%,15.8%,42.1%,73.7%,0.0%,60.9%,78.6%,22.2%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0,taylosa04
676,Tyrone Taylor,31,NYM,301,1113,3.70,754,67.4%,28.2%,16.4%,27.5%,27.9%,71.8%,0.0%,48.6%,77.1%,25.6%,2.3%,7,0,10.3%,31,14,6.3%,19,9,21,49,30.0%,0,0,0,tayloty01
677,Kyle Teel*,23,CHW,164,654,3.99,407,62.2%,26.8%,20.9%,27.0%,25.3%,73.2%,0.0%,45.6%,71.5%,37.2%,4.3%,7,1,12.2%,20,6,7.9%,13,7,17,23,42.5%,0,0,0,teelky01
678,Rowdy Tellez*,30,TOT,242,978,4.04,623,63.6%,30.8%,19.3%,23.4%,26.3%,69.0%,0.0%,44.0%,71.9%,28.9%,5.8%,14,1,14.9%,36,12,10.3%,25,17,17,45,27.4%,0,0,0,tellero01
679,Rowdy Tellez*,30,SEA,186,727,3.91,467,64.2%,31.0%,19.5%,22.5%,27.0%,69.0%,0.0%,44.3%,71.7%,30.1%,5.4%,10,0,14.0%,26,10,9.7%,18,12,12,37,24.5%,0,0,0,tellero01
680,Rowdy Tellez*,30,TEX,56,251,4.48,156,61.9%,30.1%,18.6%,26.3%,24.4%,69.2%,0.0%,43.0%,72.5%,25.0%,7.1%,4,1,17.9%,10,2,12.5%,7,5,5,8,38.5%,0,0,0,tellero01
681,José Tena*,24,WSN,170,678,3.99,424,62.5%,28.1%,15.8%,28.8%,27.4%,71.9%,0.0%,45.0%,78.0%,31.8%,3.5%,6,1,12.4%,21,7,8.2%,14,11,8,29,21.6%,0,0,0,tenajo01
682,Bryce Teodosio,26,LAA,45,162,3.60,113,69.3%,12.4%,35.4%,30.1%,22.1%,87.6%,0.0%,61.1%,59.6%,48.9%,4.4%,2,0,11.1%,5,3,4.4%,2,2,5,11,31.3%,0,0,0,teodobr01
683,Matt Thaiss*,30,TOT,191,768,4.02,463,60.3%,20.1%,23.1%,32.6%,24.2%,79.9%,0.0%,48.2%,71.1%,47.1%,7.9%,15,3,19.9%,38,15,8.9%,17,5,11,35,23.9%,0,0,0,thaisma01
684,Matt Thaiss*,30,CHW,110,454,4.13,258,56.8%,22.1%,19.0%,33.7%,25.2%,77.9%,0.0%,44.3%,75.6%,47.3%,11.8%,13,3,21.8%,24,8,13.6%,15,5,6,15,28.6%,0,0,0,thaisma01
685,Matt Thaiss*,30,TBR,81,314,3.88,205,65.3%,17.6%,28.3%,31.2%,22.9%,82.4%,0.0%,53.8%,65.7%,46.9%,2.5%,2,0,17.3%,14,7,2.5%,2,0,5,20,20.0%,0,0,0,thaisma01
686,Alek Thomas*,25,ARI,368,1326,3.60,897,67.6%,23.0%,21.9%,27.3%,27.9%,77.0%,0.0%,52.1%,71.6%,33.7%,3.5%,13,0,10.3%,38,12,6.5%,24,18,16,79,16.8%,0,0,0,thomaal01
687,Colby Thomas,24,ATH,57,213,3.74,153,71.8%,16.3%,32.0%,33.3%,18.3%,83.7%,0.0%,60.1%,61.7%,57.9%,5.3%,3,0,7.0%,4,1,7.0%,4,3,5,20,20.0%,0,0,0,thomaco03
688,Lane Thomas,29,CLE,142,556,3.92,347,62.4%,30.0%,22.5%,23.6%,23.9%,70.0%,0.0%,43.7%,67.9%,35.2%,4.2%,6,1,12.7%,18,7,9.9%,14,10,14,30,31.8%,0,0,0,thomala02
689,Rhylan Thomas*,25,SEA,11,34,3.09,22,64.7%,9.1%,4.5%,45.5%,40.9%,90.9%,0.0%,58.8%,95.0%,45.5%,0.0%,0,0,9.1%,1,1,0.0%,0,0,0,0,,0,0,0,thomarh01
690,Michael Toglia#,26,COL,331,1312,3.96,842,63.7%,24.2%,28.4%,26.6%,20.8%,75.8%,0.0%,48.6%,62.5%,36.9%,3.6%,12,2,15.1%,50,32,6.9%,23,14,26,100,20.6%,0,0,0,toglimi01
691,Tyler Tolbert,27,KCR,31,102,3.29,73,71.6%,8.2%,23.3%,38.4%,30.1%,91.8%,0.0%,65.7%,74.6%,54.8%,0.0%,0,0,6.5%,2,1,3.2%,1,1,1,7,12.5%,0,0,0,tolbety01
692,Spencer Torkelson,25,DET,506,2043,4.04,1260,61.1%,27.1%,19.2%,28.7%,24.9%,72.9%,0.0%,44.9%,73.6%,32.0%,3.4%,17,1,12.8%,65,26,8.5%,43,21,27,100,21.3%,0,0,0,torkesp01
693,Abraham Toro#,28,BOS,280,1081,3.86,726,66.9%,25.9%,15.0%,28.9%,30.2%,74.1%,0.0%,49.8%,79.7%,20.7%,2.1%,6,0,13.6%,38,15,5.0%,14,6,9,31,22.5%,0,0,0,toroab01
694,Luis Torrens,29,NYM,225,895,3.98,589,65.7%,26.7%,16.1%,30.7%,26.5%,73.3%,0.0%,48.3%,78.0%,31.6%,1.8%,4,0,14.7%,33,11,8.9%,20,16,14,36,28.0%,0,0,0,torrelu01
695,Gleyber Torres,28,DET,482,1984,4.12,1162,58.5%,29.3%,13.7%,27.2%,29.7%,70.6%,0.0%,41.3%,80.5%,30.9%,4.4%,21,6,15.1%,73,34,10.0%,48,23,24,46,34.3%,0,0,0,torregl01
696,Ezequiel Tovar,23,COL,245,888,3.62,630,70.8%,13.2%,25.4%,33.3%,27.9%,86.7%,0.0%,61.5%,70.6%,45.7%,0.4%,1,0,5.7%,14,12,2.9%,7,3,4,52,7.1%,0,0,0,tovarez01
697,Taylor Trammell*,27,HOU,111,459,4.14,276,60.1%,27.5%,29.3%,21.0%,22.1%,72.5%,0.0%,43.6%,59.5%,33.3%,3.6%,4,0,13.5%,15,8,10.8%,12,6,9,26,25.7%,0,0,0,trammta01
698,Alan Trejo,29,COL,43,148,3.44,106,71.6%,18.9%,17.9%,30.2%,33.0%,81.1%,0.0%,58.1%,77.9%,27.9%,2.3%,1,0,7.0%,3,1,0.0%,0,0,2,5,28.6%,0,0,0,trejoal01
699,Jose Trevino,32,CIN,238,826,3.47,563,68.2%,31.6%,11.4%,22.2%,34.8%,68.4%,0.0%,46.6%,83.4%,28.2%,4.2%,10,0,14.3%,34,11,6.3%,15,7,6,22,21.4%,0,0,0,trevijo01
700,Jared Triolo,27,PIT,222,840,3.78,533,63.1%,23.8%,17.6%,29.8%,28.7%,76.2%,0.0%,48.3%,76.8%,36.0%,5.9%,13,0,13.5%,30,13,8.1%,18,8,9,32,22.0%,0,0,0,triolja01
701,Chadwick Tromp,30,TOT,22,69,3.14,47,68.1%,34.0%,17.0%,17.0%,31.9%,66.0%,0.0%,44.9%,74.2%,31.8%,4.5%,1,0,9.1%,2,1,4.5%,1,1,2,4,33.3%,0,0,0,trompch01
702,Chadwick Tromp,30,ATL,6,24,4.00,14,58.3%,28.6%,21.4%,28.6%,21.4%,71.4%,0.0%,41.7%,70.0%,16.7%,16.7%,1,0,33.3%,2,1,0.0%,0,0,1,1,50.0%,0,0,0,trompch01
703,Chadwick Tromp,30,BAL,16,45,2.81,33,73.3%,36.4%,15.2%,12.1%,36.4%,63.6%,0.0%,46.7%,76.2%,37.5%,0.0%,0,0,0.0%,0,0,6.3%,1,1,1,3,25.0%,0,0,0,trompch01
704,Mike Trout,33,LAA,423,1869,4.42,1072,56.5%,32.9%,19.6%,27.0%,20.5%,67.1%,0.0%,38.5%,70.8%,15.1%,6.4%,27,2,21.0%,89,36,13.0%,55,34,42,84,33.3%,0,0,0,troutmi01
705,Kyle Tucker*,28,CHC,533,2057,3.86,1193,57.2%,21.9%,15.7%,31.1%,31.3%,78.1%,0.0%,45.3%,79.9%,36.4%,6.4%,34,7,15.8%,84,32,14.4%,77,37,18,59,23.4%,0,0,0,tuckeky01
706,Brice Turang*,25,MIL,501,2084,4.16,1323,63.3%,27.9%,15.2%,31.1%,25.8%,72.1%,0.0%,45.8%,78.9%,26.1%,4.6%,23,0,15.4%,77,26,9.6%,48,24,24,89,21.2%,0,0,0,turanbr02
707,Justin Turner,40,CHC,157,650,4.14,406,62.5%,23.6%,11.6%,36.0%,28.8%,76.4%,0.0%,47.7%,84.8%,22.3%,2.5%,4,0,15.9%,25,13,6.4%,10,4,4,21,16.0%,0,0,0,turneju01
708,Trea Turner,32,PHI,561,2080,3.71,1328,63.7%,20.4%,19.9%,28.0%,31.7%,79.6%,0.0%,50.8%,75.0%,38.1%,3.2%,18,0,13.0%,73,38,6.1%,34,22,25,67,27.2%,0,0,0,turnetr01
709,Luis Urías,28,ATH,321,1256,3.91,792,63.0%,32.3%,8.8%,28.0%,30.7%,67.6%,0.0%,42.6%,86.8%,22.7%,5.9%,19,0,14.3%,46,14,10.6%,34,12,18,24,42.9%,0,0,0,uriaslu01
710,Ramón Urías,31,TOT,329,1280,3.89,818,63.8%,23.8%,19.4%,27.8%,28.7%,75.9%,0.0%,48.5%,74.2%,38.3%,3.6%,12,0,11.6%,38,18,9.1%,30,14,14,53,20.9%,0,0,0,uriasra01
711,Ramón Urías,31,BAL,291,1138,3.91,729,63.9%,24.4%,19.2%,27.7%,28.4%,75.3%,0.0%,48.2%,74.2%,37.8%,3.8%,11,0,11.7%,34,15,9.3%,27,13,12,47,20.3%,0,0,0,uriasra01
712,Ramón Urías,31,HOU,38,142,3.74,89,62.7%,19.1%,21.3%,28.1%,31.5%,80.9%,0.0%,50.7%,73.6%,42.1%,2.6%,1,0,10.5%,4,3,7.9%,3,1,2,6,25.0%,0,0,0,uriasra01
713,Gio Urshela,33,ATH,197,717,3.64,489,68.2%,18.4%,24.5%,27.6%,29.4%,81.6%,0.0%,55.6%,69.9%,40.6%,3.0%,6,0,8.6%,17,6,5.6%,11,6,7,33,17.5%,0,0,0,urshegi01
714,Enmanuel Valdez*,26,PIT,102,393,3.85,260,66.2%,33.8%,14.2%,23.1%,28.8%,66.2%,0.0%,43.8%,78.5%,26.5%,4.9%,5,0,9.8%,10,0,10.8%,11,8,6,10,37.5%,0,0,0,valdeen01
715,Ildemaro Vargas#,33,ARI,31,102,3.29,78,76.5%,23.1%,21.8%,25.6%,29.5%,76.9%,0.0%,58.8%,71.7%,35.5%,0.0%,0,0,16.1%,5,1,0.0%,0,0,0,7,0.0%,0,0,0,vargail01
716,Miguel Vargas,25,CHW,467,1904,4.08,1181,61.9%,24.4%,14.7%,32.1%,28.8%,75.6%,0.0%,46.9%,80.5%,29.8%,3.9%,18,1,13.5%,63,33,10.1%,47,32,22,57,27.8%,0,0,0,vargami01
717,Daulton Varsho*,28,TOR,152,588,3.87,370,62.5%,15.9%,25.1%,34.1%,24.9%,84.1%,0.0%,52.9%,70.1%,29.6%,5.3%,8,1,16.4%,25,14,7.9%,12,6,7,40,14.9%,0,0,0,varshda01
718,Andrew Vaughn,27,TOT,327,1258,3.85,803,63.8%,24.4%,17.1%,28.1%,30.4%,75.6%,0.0%,48.3%,77.4%,30.3%,5.5%,18,2,15.6%,51,18,9.5%,31,19,5,57,8.1%,0,0,0,vaughan01
719,Andrew Vaughn,27,CHW,193,759,3.93,490,64.6%,23.1%,18.0%,29.8%,29.2%,76.9%,0.0%,49.7%,76.7%,28.5%,4.7%,9,1,15.0%,29,12,8.8%,17,13,2,41,4.7%,0,0,0,vaughan01
720,Andrew Vaughn,27,MIL,134,499,3.72,313,62.7%,26.5%,15.7%,25.6%,32.3%,73.5%,0.0%,46.1%,78.7%,32.8%,6.7%,9,1,16.4%,22,6,10.4%,14,6,3,16,15.8%,0,0,0,vaughan01
721,Terrin Vavra*,28,BAL,1,4,4.00,3,75.0%,0.0%,0.0%,66.7%,33.3%,100.0%,0.0%,75.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0,vavrate01
722,Christian Vázquez,34,MIN,201,779,3.88,484,62.1%,30.4%,12.0%,27.3%,30.4%,69.6%,0.0%,43.3%,82.8%,22.9%,5.0%,10,0,11.9%,24,8,10.4%,21,13,8,25,24.2%,0,0,0,vazquch01
723,Luis Vázquez,25,BAL,21,73,3.48,55,75.3%,25.5%,25.5%,23.6%,25.5%,74.5%,0.0%,56.2%,65.9%,38.1%,0.0%,0,0,4.8%,1,1,0.0%,0,0,0,7,0.0%,0,0,0,vazqulu01
724,Zac Veen*,23,COL,37,140,3.78,94,66.7%,7.4%,40.4%,30.9%,21.3%,92.6%,0.0%,62.1%,56.3%,48.6%,0.0%,0,0,10.8%,4,4,8.1%,3,3,2,12,14.3%,0,0,0,veenza01
725,Alex Verdugo*,29,ATL,213,880,4.13,558,63.3%,38.9%,8.8%,22.4%,29.7%,60.9%,0.0%,38.6%,85.3%,8.9%,3.8%,8,0,15.5%,33,10,10.8%,23,13,13,18,41.9%,0,0,0,verdual01
726,Mark Vientos,25,NYM,322,1224,3.80,808,66.0%,21.7%,23.8%,26.5%,28.1%,78.3%,0.0%,51.7%,69.7%,31.4%,2.8%,9,1,10.9%,35,16,7.8%,25,18,13,62,17.3%,0,0,0,vientma01
727,Matt Vierling,28,DET,101,436,4.32,274,62.8%,28.8%,13.1%,33.9%,24.1%,71.2%,0.0%,44.7%,81.5%,24.8%,5.0%,5,0,13.9%,14,4,11.9%,12,8,6,18,25.0%,0,0,0,vierlma01
728,Ryan Vilade,26,TOT,15,60,4.00,41,68.3%,19.5%,17.1%,43.9%,19.5%,80.5%,0.0%,55.0%,78.8%,20.0%,0.0%,0,0,6.7%,1,1,6.7%,1,0,0,5,0.0%,0,0,0,viladry01
729,Ryan Vilade,26,STL,15,60,4.00,41,68.3%,19.5%,17.1%,43.9%,19.5%,80.5%,0.0%,55.0%,78.8%,20.0%,0.0%,0,0,6.7%,1,1,6.7%,1,0,0,5,0.0%,0,0,0,viladry01
730,David Villar,28,SFG,25,95,3.80,53,55.8%,28.3%,24.5%,18.9%,28.3%,71.7%,0.0%,40.0%,65.8%,24.0%,8.0%,2,0,24.0%,6,3,8.0%,2,0,1,4,20.0%,0,0,0,villada01
731,Jorbit Vivas*,24,NYY,66,246,3.73,150,61.0%,18.7%,20.7%,30.7%,30.0%,81.3%,0.0%,49.6%,74.6%,45.5%,3.0%,2,0,15.2%,10,6,3.0%,2,1,3,10,23.1%,0,0,0,vivasjo01
732,Anthony Volpe,24,NYY,490,1949,3.98,1244,63.8%,29.8%,17.1%,26.5%,26.5%,70.2%,0.0%,44.8%,75.6%,23.7%,5.7%,28,1,13.5%,66,21,9.6%,47,25,18,97,15.7%,0,0,0,volpean01
733,LaMonte Wade Jr.*,31,TOT,242,1039,4.29,641,61.5%,33.7%,15.1%,27.1%,24.0%,66.3%,0.0%,40.9%,77.2%,22.3%,5.0%,12,0,11.6%,28,7,10.7%,26,12,16,42,27.6%,0,0,0,wadela01
734,LaMonte Wade Jr.*,31,SFG,169,736,4.36,444,60.0%,35.8%,13.3%,25.7%,25.2%,64.2%,0.0%,38.7%,79.3%,19.5%,5.3%,9,0,13.6%,23,6,12.4%,21,7,9,26,25.7%,0,0,0,wadela01
735,LaMonte Wade Jr.*,31,LAA,73,303,4.15,197,65.0%,28.9%,19.3%,30.5%,21.3%,71.1%,0.0%,46.2%,72.9%,28.8%,4.1%,3,0,6.8%,5,1,6.8%,5,5,7,16,30.4%,0,0,0,wadela01
736,Tyler Wade*,30,SDP,127,496,3.91,316,63.6%,31.0%,18.4%,25.0%,25.3%,68.7%,0.0%,43.8%,72.9%,30.7%,3.9%,5,0,11.0%,14,4,9.4%,12,3,5,26,16.1%,0,0,0,wadety01
737,Eric Wagaman,27,MIA,418,1603,3.83,1032,64.4%,30.0%,17.3%,23.0%,29.7%,70.0%,0.0%,45.0%,75.2%,26.8%,4.3%,18,2,11.7%,49,22,8.6%,36,24,21,62,25.3%,0,0,0,wagamer01
738,Will Wagner*,26,TOR,132,559,4.23,362,64.8%,23.2%,17.4%,34.8%,24.6%,76.8%,0.0%,49.7%,77.3%,26.5%,2.3%,3,0,11.4%,15,6,8.3%,11,8,4,22,15.4%,0,0,0,wagnewi01
739,Christian Walker,34,HOU,497,1961,3.95,1239,63.0%,19.1%,23.5%,31.6%,25.8%,80.9%,0.0%,51.1%,71.0%,37.4%,4.0%,20,2,12.3%,61,27,7.8%,39,30,23,108,17.6%,0,0,0,walkech02
740,Jordan Walker,23,STL,290,1149,3.96,743,64.7%,24.2%,26.4%,25.4%,24.0%,75.8%,0.0%,49.0%,65.2%,34.5%,3.1%,9,0,7.6%,22,10,5.9%,17,11,30,60,33.3%,0,0,0,walkejo02
741,Matt Wallner*,27,MIN,295,1178,3.99,723,61.4%,19.9%,29.7%,27.7%,22.7%,80.1%,0.0%,49.2%,62.9%,40.3%,5.4%,16,2,16.9%,50,26,10.8%,32,17,27,58,31.8%,0,0,0,wallnma01
742,Taylor Walls#,28,TBR,318,1277,4.02,815,63.8%,28.1%,14.6%,30.2%,27.1%,71.9%,0.0%,45.9%,79.7%,28.9%,2.2%,7,0,12.9%,41,19,9.1%,29,17,14,55,20.0%,0,0,0,wallsta01
743,Taylor Ward,31,LAA,533,2238,4.20,1363,60.8%,38.2%,14.9%,22.7%,24.2%,61.8%,0.0%,37.7%,75.9%,25.1%,5.1%,27,4,16.1%,86,31,11.8%,63,22,43,98,30.5%,0,0,0,wardta01
744,Drew Waters#,26,KCR,219,795,3.63,541,68.1%,17.0%,25.1%,30.9%,27.0%,83.0%,0.0%,56.5%,69.7%,39.3%,1.4%,3,0,9.1%,20,13,4.1%,9,8,10,50,16.7%,0,0,0,waterdr01
745,Austin Wells*,25,NYY,354,1411,3.99,912,64.6%,20.4%,21.1%,32.2%,26.3%,79.6%,0.0%,51.5%,73.6%,42.9%,2.3%,8,0,12.1%,43,22,6.2%,22,17,21,64,24.7%,0,0,0,wellsau01
746,Jordan Westburg,26,BAL,304,1120,3.68,736,65.7%,23.5%,21.2%,25.7%,29.5%,76.4%,0.0%,50.2%,72.1%,41.1%,2.6%,8,0,9.9%,30,9,4.6%,14,10,17,48,26.2%,0,0,0,westbjo01
747,Shay Whitcomb,26,HOU,32,138,4.31,92,66.7%,25.0%,25.0%,26.1%,23.9%,75.0%,0.0%,50.0%,66.7%,18.8%,0.0%,0,0,12.5%,4,4,0.0%,0,0,5,5,50.0%,0,0,0,whitcsh01
748,Eli White,31,ATL,247,910,3.68,622,68.2%,23.6%,19.8%,29.1%,27.5%,76.4%,0.0%,52.2%,74.1%,29.6%,1.2%,3,0,8.5%,21,14,4.0%,10,6,15,48,23.8%,0,0,0,whiteel04
749,Joey Wiemer,26,MIA,3,15,5.00,10,66.7%,20.0%,50.0%,30.0%,0.0%,80.0%,0.0%,53.3%,37.5%,33.3%,0.0%,0,0,33.3%,1,1,0.0%,0,0,0,3,0.0%,0,0,0,wiemejo01
750,Luke Williams,28,ATL,32,107,3.34,77,72.0%,28.6%,20.8%,23.4%,27.3%,71.4%,0.0%,51.4%,70.9%,37.5%,3.1%,1,0,6.3%,2,1,0.0%,0,0,4,5,44.4%,0,0,0,willilu01
751,Ben Williamson,24,SEA,295,1216,4.12,831,68.3%,29.6%,15.4%,29.1%,25.9%,70.4%,0.0%,48.1%,78.1%,24.7%,4.7%,14,0,12.2%,36,13,8.8%,26,15,16,48,25.0%,0,0,0,willibe03
752,Jacob Wilson,23,ATH,397,1295,3.26,887,68.3%,25.8%,7.8%,28.1%,38.3%,74.2%,0.0%,50.8%,89.5%,32.7%,3.5%,14,0,10.8%,43,13,6.5%,26,17,7,24,22.6%,0,0,0,wilsoja05
753,Weston Wilson,30,PHI,68,291,4.28,173,59.5%,26.6%,20.8%,28.3%,24.3%,73.4%,0.0%,43.6%,71.7%,32.4%,4.4%,3,0,14.7%,10,4,13.2%,9,8,11,7,61.1%,0,0,0,wilsowe01
754,Will Wilson,26,CLE,85,355,4.18,230,64.8%,16.1%,32.2%,33.0%,18.7%,83.9%,0.0%,54.4%,61.7%,48.2%,1.2%,1,0,8.2%,7,3,8.2%,7,4,4,30,11.8%,0,0,0,wilsowi03
755,Jesse Winker*,31,NYM,81,317,3.91,196,61.3%,26.5%,16.3%,30.6%,26.0%,73.0%,0.0%,45.1%,77.1%,27.2%,4.9%,4,0,16.0%,13,6,6.2%,5,2,6,14,30.0%,0,0,0,winkeje01
756,Jack Winkler,26,MIA,12,56,4.67,38,67.9%,28.9%,23.7%,26.3%,21.1%,71.1%,0.0%,48.2%,66.7%,16.7%,0.0%,0,0,16.7%,2,0,0.0%,0,0,0,4,0.0%,0,0,0,winklja01
757,Masyn Winn,23,STL,474,2002,4.22,1290,64.4%,29.6%,13.3%,29.6%,27.4%,70.4%,0.0%,45.4%,81.1%,19.0%,5.1%,24,0,16.7%,79,27,9.7%,46,28,9,75,10.7%,0,0,0,winnma01
758,Brett Wisely*,26,SFG,54,216,4.00,149,69.0%,24.8%,14.1%,34.2%,26.8%,75.2%,0.0%,51.9%,81.3%,37.0%,3.7%,2,0,7.4%,4,1,7.4%,4,2,5,5,50.0%,0,0,0,wiselbr01
759,Bobby Witt Jr.,25,KCR,536,1974,3.68,1274,63.7%,21.3%,20.0%,28.6%,30.1%,78.7%,0.0%,50.8%,74.6%,34.7%,4.5%,24,1,14.2%,76,34,7.1%,38,20,22,82,21.2%,0,0,0,wittbo02
760,Connor Wong,29,BOS,138,551,3.99,357,64.8%,26.1%,16.8%,30.5%,26.6%,73.9%,0.0%,47.9%,77.3%,32.6%,2.9%,4,0,16.7%,23,9,6.5%,9,3,10,21,32.3%,0,0,0,wongco01
761,James Wood*,22,WSN,538,2229,4.14,1340,59.2%,33.0%,21.3%,23.1%,22.7%,67.0%,0.0%,40.3%,68.3%,23.8%,7.2%,39,8,16.0%,86,22,11.9%,64,27,53,107,33.1%,0,0,0,woodja03
762,Gage Workman*,25,TOT,17,52,3.06,38,73.1%,18.4%,44.7%,13.2%,23.7%,81.6%,0.0%,59.6%,45.2%,58.8%,0.0%,0,0,0.0%,0,0,5.9%,1,0,2,5,28.6%,0,0,0,workmga01
763,Gage Workman*,25,CHC,15,43,2.87,31,72.1%,19.4%,41.9%,12.9%,25.8%,80.6%,0.0%,58.1%,48.0%,60.0%,0.0%,0,0,0.0%,0,0,6.7%,1,0,1,5,16.7%,0,0,0,workmga01
764,Gage Workman*,25,CHW,2,9,4.50,7,77.8%,14.3%,57.1%,14.3%,14.3%,85.7%,0.0%,66.7%,33.3%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0,workmga01
765,Austin Wynns,34,TOT,110,443,4.03,310,69.7%,26.1%,20.3%,29.7%,23.5%,73.5%,0.0%,51.5%,72.1%,23.6%,2.7%,3,0,10.0%,11,7,5.5%,6,3,9,23,28.1%,0,0,0,wynnsau01
766,Austin Wynns,34,CIN,43,177,4.12,117,65.7%,33.3%,18.8%,23.9%,23.9%,66.7%,0.0%,44.1%,71.8%,18.6%,4.7%,2,0,11.6%,5,2,9.3%,4,2,5,7,41.7%,0,0,0,wynnsau01
767,Austin Wynns,34,ATH,67,266,3.97,193,72.3%,21.8%,21.2%,33.2%,23.3%,77.7%,0.0%,56.4%,72.2%,26.9%,1.5%,1,0,9.0%,6,5,3.0%,2,1,4,16,20.0%,0,0,0,wynnsau01
768,Mike Yastrzemski*,34,TOT,427,1764,4.13,1071,60.2%,31.0%,14.3%,28.9%,25.8%,69.0%,0.0%,41.9%,79.3%,19.0%,8.2%,35,3,18.5%,79,31,10.1%,43,23,24,71,25.3%,0,0,0,yastrmi01
769,Mike Yastrzemski*,34,SFG,372,1504,4.04,923,60.7%,31.3%,14.7%,28.2%,25.8%,68.7%,0.0%,42.2%,78.5%,20.2%,7.8%,29,3,16.9%,63,23,8.9%,33,16,21,65,24.4%,0,0,0,yastrmi01
770,Mike Yastrzemski*,34,KCR,55,260,4.73,148,56.9%,29.1%,11.5%,33.8%,25.7%,70.9%,0.0%,40.4%,83.8%,10.9%,10.9%,6,0,29.1%,16,8,18.2%,10,7,3,6,33.3%,0,0,0,yastrmi01
771,Christian Yelich*,33,MIL,507,2032,4.01,1276,62.4%,27.1%,22.3%,26.1%,24.5%,72.9%,0.0%,45.8%,69.5%,28.8%,3.7%,19,4,12.6%,64,30,9.3%,47,29,31,106,22.6%,0,0,0,yelicch01
772,Masataka Yoshida*,31,BOS,89,297,3.34,201,67.7%,35.8%,10.9%,18.9%,34.3%,64.2%,0.0%,43.4%,82.9%,18.0%,2.2%,2,0,13.5%,12,5,5.6%,5,4,3,11,21.4%,0,0,0,yoshima02
773,Cole Young*,21,SEA,209,824,3.94,526,63.4%,29.1%,17.9%,24.7%,28.1%,70.7%,0.0%,45.1%,74.5%,20.1%,5.3%,11,0,15.3%,32,15,9.6%,20,13,11,26,29.7%,0,0,0,youngco01
