Rk,Name,Age,Tm,IP,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1st%,30%,30c,30s,02%,02c,02s,02h,L/SO,S/SO,L/SO%,3pK,4pW,PAu,Pitu,Stru,Name-additional
220,Alexis Díaz,28,CIN,6.0,33,131,3.97,81,61.8%,23.5%,12.3%,35.8%,28.4%,76.5%,0.0%,47.3%,83.9%,54.5%,3.0%,1,1,21.2%,7,5,0,1,2,33.3%,0,0,0,0,0,diazal03
221,Alexis Díaz,28,LAD,9.0,38,163,4.29,103,63.2%,17.5%,24.3%,34.0%,24.3%,82.5%,0.0%,52.1%,70.6%,44.7%,2.6%,1,1,21.1%,8,2,0,2,7,22.2%,0,0,0,0,0,diazal03
222,Edwin Díaz,31,NYM,48.0,191,789,4.13,485,61.5%,26.6%,29.7%,23.9%,19.8%,73.4%,0.0%,45.1%,59.6%,53.9%,5.8%,11,6,27.7%,53,28,2,19,51,27.1%,11,5,0,0,0,diazed04
223,Jhonathan Díaz*,28,SEA,1.1,5,26,5.20,17,65.4%,17.6%,11.8%,47.1%,23.5%,82.4%,0.0%,53.8%,85.7%,60.0%,0.0%,0,0,40.0%,2,1,0,0,1,0.0%,0,0,0,0,0,diazjh01
224,Yilber Díaz,24,ARI,3.0,15,60,4.00,30,50.0%,23.3%,6.7%,33.3%,36.7%,76.7%,0.0%,38.3%,91.3%,46.7%,6.7%,1,1,20.0%,3,2,1,1,0,100.0%,0,0,0,0,0,diazyi01
225,Hunter Dobbins,25,BOS,61.0,256,931,3.64,602,64.7%,28.1%,15.8%,24.3%,31.9%,71.9%,0.0%,46.5%,78.1%,60.5%,3.1%,8,1,20.7%,53,31,4,14,31,31.1%,8,6,0,0,0,dobbihu01
226,Randy Dobnak,30,MIN,5.1,19,79,4.16,42,53.2%,26.2%,11.9%,23.8%,38.1%,73.8%,0.0%,39.2%,83.9%,31.6%,5.3%,1,0,21.1%,4,3,0,1,0,100.0%,0,1,0,0,0,dobnara01
227,Dylan Dodd*,27,ATL,21.1,82,325,3.96,218,67.1%,22.5%,25.7%,25.2%,26.6%,77.5%,0.0%,52.0%,66.9%,74.4%,1.2%,1,1,36.6%,30,13,2,2,18,10.0%,3,0,0,0,0,dodddy01
228,Chase Dollander,23,COL,78.1,356,1422,3.99,870,61.2%,22.9%,17.5%,30.7%,29.0%,77.1%,0.0%,47.2%,77.3%,55.9%,5.6%,20,16,24.7%,88,51,10,12,51,19.0%,5,4,0,0,0,dollach01
229,Seranthony Domínguez,30,TOT,49.0,213,873,4.10,523,59.9%,25.2%,25.4%,27.3%,22.0%,74.8%,0.0%,44.8%,66.0%,52.6%,7.5%,16,7,22.1%,47,27,1,9,54,14.3%,11,7,0,0,0,dominse01
230,Seranthony Domínguez,30,BAL,41.2,178,736,4.13,443,60.2%,24.4%,26.0%,27.8%,21.9%,75.6%,0.0%,45.5%,65.7%,52.2%,7.3%,13,7,21.9%,39,25,1,7,47,13.0%,11,5,0,0,0,dominse01
231,Seranthony Domínguez,30,TOR,7.1,35,137,3.91,80,58.4%,30.0%,22.5%,25.0%,22.5%,70.0%,0.0%,40.9%,67.9%,54.3%,8.6%,3,0,22.9%,8,2,0,2,7,22.2%,0,2,0,0,0,dominse01
232,Camilo Doval,27,TOT,53.2,227,895,3.94,562,62.8%,26.0%,21.0%,28.8%,24.2%,74.0%,0.0%,46.5%,71.6%,52.4%,8.4%,19,7,31.7%,72,49,4,10,48,17.2%,7,11,0,0,0,dovalca01
233,Camilo Doval,27,SFG,46.2,191,757,3.96,478,63.1%,26.2%,20.7%,29.1%,24.1%,73.8%,0.0%,46.6%,72.0%,56.0%,8.9%,17,7,35.6%,68,46,4,9,41,18.0%,5,9,0,0,0,dovalca01
234,Camilo Doval,27,NYY,7.0,36,138,3.83,84,60.9%,25.0%,22.6%,27.4%,25.0%,75.0%,0.0%,45.7%,69.8%,33.3%,5.6%,2,0,11.1%,4,3,0,1,7,12.5%,2,2,0,0,0,dovalca01
235,Jack Dreyer*,26,LAD,60.1,243,909,3.74,603,66.3%,21.4%,19.7%,31.0%,27.9%,78.6%,0.0%,52.1%,74.9%,59.3%,5.8%,14,7,30.9%,75,40,4,9,45,16.7%,10,4,0,0,0,dreyeja01
236,Shawn Dubin,29,HOU,23.0,100,370,3.70,233,63.0%,28.8%,13.7%,27.0%,30.5%,71.2%,0.0%,44.9%,80.7%,62.0%,6.0%,6,2,23.0%,23,16,0,6,14,30.0%,7,4,0,0,0,dubinsh01
237,Dane Dunning,30,TOT,16.1,74,293,3.96,182,62.1%,26.4%,17.6%,29.1%,26.9%,73.6%,0.0%,45.7%,76.1%,41.9%,5.4%,4,1,14.9%,11,5,1,7,9,43.8%,2,2,0,0,0,dunnida01
238,Dane Dunning,30,TEX,10.2,46,191,4.15,119,62.3%,21.8%,16.8%,36.1%,25.2%,78.2%,0.0%,48.7%,78.5%,45.7%,4.3%,2,0,19.6%,9,4,0,4,6,40.0%,2,1,0,0,0,dunnida01
239,Dane Dunning,30,ATL,5.2,28,102,3.64,63,61.8%,34.9%,19.0%,15.9%,30.2%,65.1%,0.0%,40.2%,70.7%,35.7%,7.1%,2,1,7.1%,2,1,1,3,3,50.0%,0,1,0,0,0,dunnida01
240,Carlos Duran,23,ATH,0.1,5,27,5.40,10,37.0%,50.0%,0.0%,30.0%,20.0%,50.0%,0.0%,18.5%,100.0%,40.0%,40.0%,2,2,0.0%,0,0,0,0,0,,0,0,0,0,0,duranca01
241,Ezequiel Duran,26,TEX,3.0,10,22,2.20,15,68.2%,26.7%,0.0%,6.7%,66.7%,73.3%,0.0%,50.0%,100.0%,60.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,duranez01
242,Jhoan Duran,27,TOT,54.0,222,830,3.74,544,65.5%,20.2%,24.1%,29.2%,26.5%,79.8%,0.0%,52.3%,69.8%,56.8%,3.2%,7,2,25.2%,56,37,3,11,46,19.3%,11,1,0,0,0,duranjh01
243,Jhoan Duran,27,MIN,49.1,206,770,3.74,497,64.5%,20.9%,24.3%,28.2%,26.6%,79.1%,0.0%,51.0%,69.2%,55.3%,3.4%,7,2,25.7%,53,34,3,11,42,20.8%,9,1,0,0,0,duranjh01
244,Jhoan Duran,27,PHI,4.2,16,60,3.75,47,78.3%,12.8%,21.3%,40.4%,25.5%,87.2%,0.0%,68.3%,75.6%,75.0%,0.0%,0,0,18.8%,3,3,0,0,4,0.0%,2,0,0,0,0,duranjh01
245,Nate Eaton,28,BOS,1.0,4,14,3.50,8,57.1%,25.0%,0.0%,25.0%,50.0%,75.0%,0.0%,42.9%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,eatonna01
246,Jake Eder*,26,LAA,18.1,78,303,3.88,189,62.4%,22.8%,20.1%,28.6%,28.0%,76.7%,0.0%,47.9%,73.3%,60.3%,5.1%,4,3,23.1%,18,12,2,1,14,6.7%,0,1,0,0,0,ederja01
247,Carl Edwards Jr.,33,LAA,3.0,13,47,3.62,30,63.8%,33.3%,20.0%,13.3%,33.3%,66.7%,0.0%,42.6%,70.0%,61.5%,7.7%,1,1,15.4%,2,1,0,1,1,50.0%,1,0,0,0,0,edwarca01
248,Scott Effross,31,NYY,10.2,51,156,3.06,106,67.9%,22.6%,12.3%,25.5%,39.6%,77.4%,0.0%,52.6%,84.1%,64.7%,5.9%,3,2,23.5%,12,6,0,1,5,16.7%,1,0,0,0,0,effrosc01
249,Zach Eflin,31,BAL,71.1,310,1127,3.64,741,65.7%,23.8%,15.7%,27.7%,32.9%,76.2%,0.0%,50.1%,79.5%,63.2%,2.6%,8,7,22.9%,71,36,7,12,38,24.0%,9,1,0,0,0,eflinza01
250,Brandon Eisert*,27,CHW,53.0,229,908,3.97,557,61.3%,22.4%,24.6%,26.4%,26.6%,77.6%,0.0%,47.6%,68.3%,58.1%,6.1%,14,8,23.1%,53,22,0,11,49,18.3%,6,2,0,0,0,eiserbr01
251,Bryce Elder,26,ATL,107.0,478,1767,3.70,1088,61.6%,27.1%,15.6%,25.6%,31.7%,72.9%,0.0%,44.9%,78.6%,58.4%,2.5%,12,7,16.7%,80,34,4,28,59,32.2%,10,4,0,0,0,elderbr01
252,Fraser Ellard*,27,CHW,7.2,29,123,4.24,74,60.2%,28.4%,25.7%,32.4%,13.5%,71.6%,0.0%,43.1%,64.2%,51.7%,3.4%,1,0,13.8%,4,3,0,6,5,54.5%,2,1,0,0,0,ellarfr01
253,Mason Englert,25,TBR,36.2,155,596,3.85,401,67.3%,24.7%,19.0%,28.9%,27.2%,75.1%,0.0%,50.5%,74.5%,72.3%,1.3%,2,2,34.8%,54,26,0,8,28,22.2%,10,0,0,0,0,englema01
254,Dietrich Enns*,34,TOT,27.0,120,462,3.85,320,69.3%,22.8%,20.9%,31.3%,25.0%,77.2%,0.0%,53.5%,72.9%,62.5%,3.3%,4,2,40.8%,49,29,3,7,24,22.6%,5,0,0,0,0,ennsdi01
255,Dietrich Enns*,34,DET,17.2,79,296,3.75,204,68.9%,23.5%,21.1%,27.0%,28.4%,76.5%,0.0%,52.7%,72.4%,63.3%,2.5%,2,2,44.3%,35,19,3,2,13,13.3%,2,0,0,0,0,ennsdi01
256,Dietrich Enns*,34,BAL,9.1,41,166,4.05,116,69.9%,21.6%,20.7%,38.8%,19.0%,78.4%,0.0%,54.8%,73.6%,61.0%,4.9%,2,0,34.1%,14,10,0,5,11,31.3%,3,0,0,0,0,ennsdi01
257,Nic Enright,28,CLE,27.0,111,460,4.14,290,63.0%,21.7%,19.3%,33.8%,25.2%,78.3%,0.0%,49.3%,75.3%,68.5%,3.6%,4,2,20.7%,23,10,1,5,19,20.8%,2,2,0,0,0,enrigni01
258,Nathan Eovaldi,35,TEX,123.0,471,1816,3.86,1215,66.9%,24.5%,20.7%,28.1%,26.6%,75.4%,0.0%,50.4%,72.4%,62.0%,4.0%,19,17,29.7%,140,84,7,19,100,16.0%,28,1,0,0,0,eovalna01
259,Lucas Erceg,30,KCR,53.0,214,820,3.83,527,64.3%,23.3%,18.6%,28.7%,29.2%,76.5%,0.0%,49.1%,75.5%,62.1%,4.7%,10,5,27.6%,59,36,9,13,28,31.7%,6,2,0,0,0,erceglu01
260,Joey Estes,23,ATH,7.0,42,146,3.48,83,56.8%,15.7%,14.5%,33.7%,36.1%,84.3%,0.0%,47.9%,82.9%,50.0%,4.8%,2,1,7.1%,3,2,0,0,5,0.0%,2,1,0,0,0,estesjo01
261,Carlos Estévez,32,KCR,55.1,230,871,3.79,567,65.1%,25.2%,13.2%,33.3%,28.2%,74.8%,0.0%,48.7%,82.3%,63.5%,7.0%,16,7,25.7%,59,28,3,12,34,26.1%,6,4,0,0,0,estevca01
262,Jeremiah Estrada,26,SDP,56.2,230,896,3.90,609,68.0%,20.7%,27.1%,31.4%,20.9%,79.3%,0.0%,53.9%,65.8%,66.5%,5.2%,12,7,35.7%,82,53,4,15,66,18.5%,22,3,0,0,0,estraje01
263,Lazaro Estrada,26,TOR,7.1,35,119,3.40,80,67.2%,20.0%,30.0%,22.5%,27.5%,80.0%,0.0%,53.8%,62.5%,57.1%,2.9%,1,0,37.1%,13,10,0,0,10,0.0%,5,1,0,0,0,estrala01
264,Logan Evans,24,SEA,78.1,340,1289,3.79,809,62.8%,28.4%,14.2%,26.9%,30.4%,71.6%,0.0%,44.9%,80.1%,62.1%,4.1%,14,7,23.2%,79,32,7,14,44,24.1%,5,6,0,0,0,evanslo01
265,Pete Fairbanks,31,TBR,46.1,189,764,4.04,506,66.2%,25.7%,19.0%,29.8%,25.5%,74.3%,0.0%,49.2%,74.5%,60.8%,4.8%,9,5,38.6%,73,45,5,9,35,20.5%,5,4,0,0,0,fairbpe01
266,Bailey Falter*,28,TOT,123.1,506,1894,3.74,1209,63.8%,27.0%,13.2%,28.5%,31.4%,73.0%,0.0%,46.6%,82.0%,57.9%,4.9%,25,15,20.9%,106,62,7,29,50,36.7%,16,10,0,0,0,falteba01
267,Bailey Falter*,28,PIT,113.1,458,1698,3.71,1086,64.0%,27.7%,12.6%,27.7%,32.0%,72.3%,0.0%,46.2%,82.5%,56.8%,5.0%,23,15,19.7%,90,52,6,25,45,35.7%,14,8,0,0,0,falteba01
268,Bailey Falter*,28,KCR,10.0,48,196,4.08,123,62.8%,20.3%,17.9%,35.0%,26.8%,79.7%,0.0%,50.0%,77.6%,68.8%,4.2%,2,0,33.3%,16,10,1,4,5,44.4%,2,2,0,0,0,falteba01
269,Kyle Farmer,34,COL,1.0,5,7,1.40,5,71.4%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,71.4%,100.0%,80.0%,0.0%,0,0,0.0%,0,0,0,0,0,,0,0,0,0,0,farmeky01
270,Calvin Faucher,29,MIA,46.0,199,820,4.12,487,59.4%,28.5%,16.8%,28.1%,26.5%,71.5%,0.0%,42.4%,76.4%,58.3%,6.5%,13,8,19.6%,39,10,0,11,34,24.4%,3,5,0,0,0,fauchca01
271,Erick Fedde,32,TOT,120.2,534,2026,3.79,1220,60.2%,27.6%,13.1%,26.8%,32.5%,72.4%,0.0%,43.6%,81.9%,64.4%,4.1%,22,17,16.3%,87,29,4,21,54,28.0%,8,4,0,0,0,feddeer01
272,Erick Fedde,32,STL,101.2,448,1667,3.72,1014,60.8%,27.0%,13.0%,27.0%,32.9%,73.0%,0.0%,44.4%,82.2%,62.9%,3.6%,16,13,16.7%,75,27,3,19,44,30.2%,8,2,0,0,0,feddeer01
273,Erick Fedde,32,ATL,19.0,86,359,4.17,206,57.4%,30.6%,13.6%,25.7%,30.1%,69.4%,0.0%,39.8%,80.4%,72.1%,7.0%,6,4,14.0%,12,2,1,2,10,16.7%,0,2,0,0,0,feddeer01
274,Ryan Feltner,28,COL,30.1,135,522,3.87,324,62.1%,21.9%,20.7%,27.2%,30.2%,78.1%,0.0%,48.5%,73.5%,59.3%,8.9%,12,8,25.9%,35,16,0,3,22,12.0%,5,4,0,0,0,feltnry01
275,Caleb Ferguson*,28,TOT,51.1,208,797,3.83,516,64.7%,25.0%,14.9%,31.4%,28.5%,74.8%,0.0%,48.4%,79.8%,54.3%,4.3%,9,7,29.8%,62,36,4,9,31,22.5%,4,0,0,0,0,ferguca01
276,Caleb Ferguson*,28,PIT,43.1,177,675,3.81,433,64.1%,26.1%,13.6%,31.6%,28.4%,73.7%,0.0%,47.3%,81.3%,54.2%,5.1%,9,7,29.4%,52,31,3,8,26,23.5%,4,0,0,0,0,ferguca01
277,Caleb Ferguson*,28,SEA,8.0,31,122,3.94,83,68.0%,19.3%,21.7%,30.1%,28.9%,80.7%,0.0%,54.9%,73.1%,54.8%,0.0%,0,0,32.3%,10,5,1,1,5,16.7%,0,0,0,0,0,ferguca01
278,Tyler Ferguson,31,ATH,41.1,181,741,4.09,448,60.5%,25.7%,19.9%,30.6%,23.9%,74.3%,0.0%,44.9%,73.3%,60.8%,6.1%,11,3,24.3%,44,27,1,11,30,26.8%,6,7,0,0,0,ferguty01
279,José Fermin,23,LAA,21.0,99,412,4.16,264,64.1%,28.4%,22.7%,26.9%,22.0%,71.6%,0.0%,45.9%,68.3%,54.5%,7.1%,7,5,32.3%,32,22,3,5,21,19.2%,4,1,0,0,0,fermijo02
280,Julian Fernández,29,LAD,2.0,9,36,4.00,23,63.9%,21.7%,17.4%,30.4%,30.4%,78.3%,0.0%,50.0%,77.8%,55.6%,11.1%,1,1,0.0%,0,0,0,0,1,0.0%,0,0,0,0,0,fernaju02
281,Ryan Fernandez,27,STL,15.0,72,264,3.67,165,62.5%,20.0%,23.0%,27.9%,29.1%,80.0%,0.0%,50.0%,71.2%,52.8%,9.7%,7,3,20.8%,15,10,2,2,13,13.3%,4,3,0,0,0,fernary01
282,Jose A. Ferrer*,25,WSN,60.2,253,920,3.64,618,67.2%,26.4%,17.6%,25.9%,29.9%,73.5%,0.0%,49.3%,75.8%,69.6%,2.4%,6,6,26.9%,68,31,7,13,38,25.5%,9,0,0,0,0,ferrejo01
283,David Festa,25,MIN,53.1,230,882,3.83,567,64.3%,20.3%,21.9%,30.9%,27.0%,79.7%,0.0%,51.2%,72.6%,63.9%,3.0%,7,6,30.4%,70,40,4,10,43,18.9%,6,1,0,0,0,festada01
284,Matt Festa,32,CLE,40.1,165,579,3.51,401,69.3%,22.9%,19.5%,29.2%,28.4%,77.1%,0.0%,53.4%,74.8%,67.3%,3.6%,6,2,33.3%,55,40,3,9,27,25.0%,9,4,0,0,0,festama01
285,J.P. Feyereisen,32,TOT,4.0,23,81,3.52,57,70.4%,12.3%,17.5%,38.6%,31.6%,87.7%,0.0%,61.7%,80.0%,73.9%,4.3%,1,0,26.1%,6,0,0,1,3,25.0%,0,0,0,0,0,feyerjo01
286,J.P. Feyereisen,32,ARI,2.0,9,47,5.22,33,70.2%,12.1%,15.2%,51.5%,21.2%,87.9%,0.0%,61.7%,82.8%,88.9%,0.0%,0,0,44.4%,4,0,0,1,1,50.0%,0,0,0,0,0,feyerjo01
287,J.P. Feyereisen,32,LAD,2.0,14,34,2.43,24,70.6%,12.5%,20.8%,20.8%,45.8%,87.5%,0.0%,61.8%,76.2%,64.3%,7.1%,1,0,14.3%,2,0,0,0,2,0.0%,0,0,0,0,0,feyerjo01
288,Kyle Finnegan,33,TOT,46.2,193,690,3.58,462,67.0%,24.9%,17.3%,29.4%,28.4%,75.1%,0.0%,50.3%,76.9%,64.8%,5.7%,11,5,31.6%,61,38,5,11,31,26.2%,14,4,0,0,0,finneky01
289,Kyle Finnegan,33,WSN,39.0,167,594,3.56,394,66.3%,25.1%,16.2%,29.2%,29.4%,74.9%,0.0%,49.7%,78.3%,64.1%,6.6%,11,5,28.1%,47,29,4,9,23,28.1%,11,4,0,0,0,finneky01
290,Kyle Finnegan,33,DET,7.2,26,96,3.69,68,70.8%,23.5%,23.5%,30.9%,22.1%,76.5%,0.0%,54.2%,69.2%,69.2%,0.0%,0,0,53.8%,14,9,1,2,8,20.0%,3,0,0,0,0,finneky01
291,Braydon Fisher,24,TOR,38.1,157,642,4.09,428,66.7%,32.0%,21.0%,25.0%,22.0%,68.0%,0.0%,45.3%,69.1%,60.5%,1.9%,3,1,34.4%,54,28,1,13,36,26.5%,9,1,0,0,0,fishebr02
292,Richard Fitts,25,BOS,41.0,177,661,3.73,442,66.9%,19.5%,19.2%,32.4%,29.0%,80.5%,0.0%,53.9%,76.1%,66.7%,4.5%,8,7,32.8%,58,39,5,4,30,11.8%,8,1,0,0,0,fittsri01
293,Jack Flaherty,29,DET,131.2,556,2283,4.11,1458,63.9%,27.5%,21.2%,28.0%,23.3%,72.5%,0.0%,46.3%,70.8%,64.7%,2.7%,15,10,26.4%,147,72,10,41,121,25.3%,26,5,0,0,0,flaheja01
294,Chris Flexen,30,CHC,43.2,179,673,3.76,435,64.6%,23.0%,12.9%,31.0%,33.1%,77.0%,0.0%,49.8%,83.3%,61.5%,2.8%,5,4,22.3%,40,24,3,4,18,18.2%,2,1,0,0,0,flexech01
295,Mason Fluharty*,23,TOR,46.1,193,758,3.93,474,62.5%,27.2%,21.5%,25.7%,25.5%,72.8%,0.0%,45.5%,70.4%,57.0%,4.1%,8,4,26.4%,51,24,2,10,38,20.8%,7,1,0,0,0,fluhama01
296,Bowden Francis,29,TOR,64.0,289,1142,3.95,715,62.6%,25.3%,17.3%,29.1%,28.1%,74.5%,0.0%,46.7%,76.6%,61.9%,7.3%,21,17,25.3%,73,45,9,18,36,33.3%,10,4,0,0,0,francbo01
297,Kyle Freeland*,32,COL,120.1,531,1871,3.52,1266,67.7%,24.4%,16.0%,27.3%,32.4%,75.6%,0.0%,51.1%,78.9%,68.4%,2.4%,13,8,26.6%,141,74,7,22,63,25.9%,20,4,0,0,0,freelky01
298,Caleb Freeman,27,CHW,3.1,16,70,4.38,50,71.4%,28.0%,6.0%,42.0%,24.0%,72.0%,0.0%,51.4%,91.7%,75.0%,0.0%,0,0,50.0%,8,4,1,1,2,33.3%,0,0,0,0,0,freemca01
299,Max Fried*,31,NYY,149.0,617,2416,3.92,1527,63.2%,25.7%,18.7%,27.4%,28.2%,74.3%,0.0%,47.0%,74.8%,59.5%,4.2%,26,18,25.4%,157,77,4,34,107,24.1%,25,8,0,0,0,friedma01
300,Didier Fuentes,20,ATL,13.0,70,293,4.19,179,61.1%,25.1%,17.9%,29.6%,27.4%,74.9%,0.0%,45.7%,76.1%,47.1%,7.1%,5,3,31.4%,22,13,1,1,11,8.3%,0,2,0,0,0,fuentdi01
301,Carson Fulmer,31,LAA,28.0,111,426,3.84,265,62.2%,24.9%,18.9%,27.9%,28.3%,75.1%,0.0%,46.7%,74.9%,52.3%,4.5%,5,3,18.0%,20,10,1,8,18,30.8%,4,2,0,0,0,fulmeca01
302,Michael Fulmer,32,TOT,5.2,23,90,3.91,57,63.3%,24.6%,12.3%,31.6%,31.6%,75.4%,0.0%,47.8%,83.7%,73.9%,4.3%,1,1,30.4%,7,4,1,1,2,33.3%,1,0,0,0,0,fulmemi01
303,Michael Fulmer,32,BOS,2.2,13,63,4.85,38,60.3%,26.3%,10.5%,39.5%,23.7%,73.7%,0.0%,44.4%,85.7%,84.6%,7.7%,1,1,38.5%,5,2,1,1,1,50.0%,0,0,0,0,0,fulmemi01
304,Michael Fulmer,32,CHC,3.0,10,27,2.70,19,70.4%,21.1%,15.8%,15.8%,47.4%,78.9%,0.0%,55.6%,80.0%,60.0%,0.0%,0,0,20.0%,2,2,0,0,1,0.0%,1,0,0,0,0,fulmemi01
305,Kody Funderburk*,28,MIN,23.2,113,425,3.76,267,62.8%,30.3%,12.0%,25.8%,31.5%,69.3%,0.0%,43.5%,82.3%,58.4%,7.1%,8,5,21.2%,24,13,2,6,11,35.3%,0,2,0,0,0,fundeko01
306,Hunter Gaddis,27,CLE,52.0,222,835,3.76,552,66.1%,23.7%,22.8%,27.4%,25.7%,75.9%,0.0%,50.2%,69.6%,67.1%,3.2%,7,4,31.5%,70,36,5,10,47,17.2%,10,1,0,0,0,gaddihu01
307,Matt Gage*,32,TOT,20.0,80,309,3.86,192,62.1%,24.5%,17.7%,28.1%,29.7%,75.5%,0.0%,46.9%,76.6%,65.0%,1.3%,1,0,17.5%,14,8,0,2,14,12.5%,2,1,0,0,0,gagema01
308,Matt Gage*,32,DET,5.2,25,82,3.28,51,62.2%,21.6%,13.7%,25.5%,39.2%,78.4%,0.0%,48.8%,82.5%,64.0%,4.0%,1,0,16.0%,4,3,0,0,3,0.0%,1,1,0,0,0,gagema01
309,Matt Gage*,32,SFG,14.1,55,227,4.13,141,62.1%,25.5%,19.1%,29.1%,26.2%,74.5%,0.0%,46.3%,74.3%,65.5%,0.0%,0,0,18.2%,10,5,0,2,11,15.4%,1,0,0,0,0,gagema01
310,Zac Gallen,29,ARI,150.0,645,2442,3.79,1545,63.3%,28.5%,17.2%,24.9%,29.4%,71.5%,0.0%,45.2%,76.0%,65.6%,3.7%,24,15,22.9%,148,74,9,37,97,27.6%,21,8,0,0,0,galleza01
311,Gerson Garabito,29,TEX,8.0,41,121,2.95,85,70.2%,32.9%,21.2%,10.6%,35.3%,67.1%,0.0%,47.1%,68.4%,78.0%,0.0%,0,0,22.0%,9,7,3,2,6,25.0%,4,0,0,0,0,garabge01
312,Brandyn Garcia*,25,TOT,3.1,20,81,4.05,48,59.3%,35.4%,12.5%,22.9%,29.2%,64.6%,0.0%,38.3%,80.6%,60.0%,0.0%,0,0,25.0%,5,3,0,0,1,0.0%,0,0,0,0,0,garcibr02
313,Brandyn Garcia*,25,SEA,2.0,11,51,4.64,29,56.9%,27.6%,13.8%,34.5%,24.1%,72.4%,0.0%,41.2%,81.0%,45.5%,0.0%,0,0,36.4%,4,2,0,0,1,0.0%,0,0,0,0,0,garcibr02
314,Brandyn Garcia*,25,ARI,1.1,9,30,3.33,19,63.3%,47.4%,10.5%,5.3%,36.8%,52.6%,0.0%,33.3%,80.0%,77.8%,0.0%,0,0,11.1%,1,1,0,0,0,,0,0,0,0,0,garcibr02
315,Luis García,38,TOT,44.1,189,721,3.81,464,64.4%,24.4%,17.5%,30.4%,27.8%,75.6%,0.0%,48.7%,76.9%,61.4%,6.9%,13,6,27.5%,52,27,5,6,32,15.8%,8,2,0,0,0,garcilu03
316,Luis García,38,TOT,37.1,160,612,3.83,391,63.9%,24.0%,17.1%,30.7%,28.1%,76.0%,0.0%,48.5%,77.4%,60.0%,6.3%,10,4,25.0%,40,19,4,6,25,19.4%,3,2,0,0,0,garcilu03
317,Luis García,38,LAD,27.1,127,506,3.98,321,63.4%,23.7%,16.5%,33.0%,26.8%,76.3%,0.0%,48.4%,78.4%,56.7%,7.1%,9,4,24.4%,31,16,4,4,20,16.7%,1,1,0,0,0,garcilu03
318,Luis García,38,WSN,10.0,33,106,3.21,70,66.0%,25.7%,20.0%,20.0%,34.3%,74.3%,0.0%,49.1%,73.1%,72.7%,3.0%,1,0,27.3%,9,3,0,2,5,28.6%,2,1,0,0,0,garcilu03
319,Luis García,38,LAA,7.0,29,109,3.76,73,67.0%,26.0%,19.2%,28.8%,26.0%,74.0%,0.0%,49.5%,74.1%,69.0%,10.3%,3,2,41.4%,12,8,1,0,7,0.0%,5,0,0,0,0,garcilu03
320,Rico Garcia,31,TOT,18.1,73,317,4.34,210,66.2%,22.4%,20.0%,34.3%,23.3%,77.6%,0.0%,51.4%,74.2%,68.5%,5.5%,4,1,31.5%,23,9,0,6,14,30.0%,3,3,0,0,0,garciri01
321,Rico Garcia,31,TOT,5.1,26,111,4.27,69,62.2%,23.2%,15.9%,31.9%,29.0%,76.8%,0.0%,47.7%,79.2%,69.2%,7.7%,2,0,19.2%,5,0,0,1,3,25.0%,0,2,0,0,0,garciri01
322,Rico Garcia,31,NYM,12.2,47,206,4.38,141,68.4%,22.0%,22.0%,35.5%,20.6%,78.0%,0.0%,53.4%,71.8%,68.1%,4.3%,2,1,38.3%,18,9,0,5,11,31.3%,3,1,0,0,0,garciri01
323,Rico Garcia,31,NYY,2.2,13,53,4.08,29,54.7%,24.1%,13.8%,31.0%,31.0%,75.9%,0.0%,41.5%,81.8%,61.5%,15.4%,2,0,15.4%,2,0,0,0,2,0.0%,0,2,0,0,0,garciri01
324,Rico Garcia,31,BAL,2.2,13,58,4.46,40,69.0%,22.5%,17.5%,32.5%,27.5%,77.5%,0.0%,53.4%,77.4%,76.9%,0.0%,0,0,23.1%,3,0,0,1,1,50.0%,0,0,0,0,0,garciri01
325,Robert Garcia*,29,TEX,47.1,204,758,3.72,508,67.0%,25.2%,23.0%,26.0%,25.8%,74.8%,0.0%,50.1%,69.2%,67.2%,5.4%,11,6,32.4%,66,42,5,14,40,25.9%,9,4,0,0,0,garciro04
326,Yimi García,34,TOR,21.0,90,359,3.99,227,63.2%,28.2%,22.0%,26.9%,22.9%,71.8%,0.0%,45.4%,69.3%,60.0%,7.8%,7,3,37.8%,34,23,1,11,14,44.0%,6,3,0,0,0,garciyi01
327,Reed Garrett,32,NYM,50.1,209,878,4.20,544,62.0%,27.9%,21.9%,27.0%,23.2%,72.1%,0.0%,44.6%,69.6%,64.1%,4.8%,10,5,24.4%,51,21,0,13,47,21.7%,7,3,0,0,0,garrere01
328,Justin Garza,31,NYM,6.2,28,86,3.07,55,64.0%,23.6%,12.7%,20.0%,43.6%,76.4%,0.0%,48.8%,83.3%,53.6%,7.1%,2,1,14.3%,4,3,0,2,1,66.7%,2,1,0,0,0,garzaju01
329,Kevin Gausman,34,TOR,147.2,596,2363,3.96,1578,66.8%,23.2%,20.2%,30.7%,25.9%,76.8%,0.0%,51.3%,73.7%,68.0%,3.4%,20,13,32.4%,193,105,8,34,108,23.9%,24,5,0,0,0,gausmke01
